jobName,jobCategory,education,city,releaseDate,jobCity,experience,salary,jobDesc,url,sourceCn,jobId,jobUrl,sourceName,salary_mid,exp_min,exp_max
综合采购,供应链管理员,统招本科,上海,2026-07-01,上海,3年以上,15-20k·16薪,职位介绍                职位描述：1、负责公司it及行政品类采购，主要为IT服务、硬件及软件、行政物品服务等，提供良好的解决方案，不断优化采购成本；2、品类策略管理：根据业务规划及项目需求，制定品类采购策略、战略寻源、供应商管理、关键项目计划及时满足业务需要，不断优化采购业务，提升采购绩效；3、采购流程管理：执行并管理所负责采购品类，独立负责从项目寻源-招标选择-合同签署-落地执行监督的全流程， 并与相关部门保持同步协作，整合采购需求，并对需求进行有效分析及评估，有效管理采购成本，提高使用效能；4、供应资源丰富：针对各品类定期分析采购市场行情，熟悉采购品类的供应渠道和市场变化情况，确保供需，负责采购价格的控制工作，确保成本优势，供应商资源的丰富性，确保各项指标达成。有效扩展海外资源；5、建立与跨团队关联方有效的协同机制，保障业务有序顺畅开展。职位要求：1、本科以上学历，6年以上采购经验，3年以上互联网大型企业采购工作经验，有独立的品类管理能力； 2、具备IT品类、行政服务采购经验，熟悉所涉及产品及服务的市场价格体系和供应渠道、对于新技术前沿有重点关注；有英文交流能力，有海外业务经验优先；3、具有优秀的业务统筹规划和管理能力，能制定和管理品类采购策略与流程，包含需求整合，采购模式及渠道确定，交付效率提升及采购成本管控等；5、具备良好的逻辑/数据分析、谈判、解决问题能力，思路清晰，考虑问题细致；6、工作认真、积极主动，责任心强，有良好的团队合作精神，善于跨部门协作，有良好的沟通技巧。                                                            其他信息                                        行业要求：全部行业,https://www.liepin.com/job/1979757143.shtml,猎聘网,7d6a6b6437d36ae619c026750a32ab00,https://www.liepin.com/job/1979757143.shtml,猎聘网,17.5,3.0,3.0
招聘HR-无限暖暖,其他,本科以上,上海,2026-06-30,上海,1-3年,,,https://www.jobui.com/job/310087378/,职友集,4200e4ef9dbe20b0cbf880aee79b6986,https://www.jobui.com/job/310087378/,职友集,,1.0,3.0
3D特效-二次元（A146376）,其他,本科以上,上海,2026-06-30,上海,3-5年,,,https://www.jobui.com/job/337372664/,职友集,c0ef94e85cbf33d43fdd6061fed2317d,https://www.jobui.com/job/337372664/,职友集,,3.0,5.0
AI玩具工业设计,技术开发,本科,上海,2026-06-30,上海,3-5年,25-50k·16薪,职位介绍                1. 岗位职责（我们希望你搞定的事）- 负责 AI 陪伴产品的工业设计，主导在“外观先行”逻辑下的硬件堆叠方案，确保电子件不破坏产品的亲和力。- 负责从设计样机到工程样机的转化，输出可量产的3D工程图纸，并兼顾模具成本与组装良率。- 平衡“极致美学”与“项目排期、BOM 成本”之间的冲突，具备在 1mm 空间内极限抠方案的韧性。- 深度参与多材质（特种织物、柔性硅胶、精密金属）的选型，对接供应商并实地解决试产中的工艺偏差。2. 任职要求（我们希望你具备的“超能力”）- 本科及以上学历，工业设计、产品设计、机械电子等相关专业，有丰富创客经验者可放宽学历。- 拥有 2 年以上硬件产品经理工作经验，具备至少一款消费级电子产品的量产交付经验。- 熟练使用 Rhino及 Creo/SolidWorks/Fusion 360中的至少两款，能处理高难度的曲面建模，能输出0.1mm 级精度的量产级模型。- 3D 打印资深玩家：  - 材料：熟悉 TPU（不同邵氏硬度）、尼龙、碳纤维等高性能长丝的打印特性及收缩率补偿；  - 结构：能利用 3D 打印实现微型减速电机的“打印即装配”（Print-in-Place）及机械联动；  - 手工：具备基础的缝纫技能，能独立完成毛绒外皮与 3D 打印内部支架的“首个手办级”组装。- 熟练掌握 TPU、尼龙、碳纤维、类橡胶等特殊材料的打印特性，能通过 3D 打印实现机械联动结构，具备基础的缝纫/手工能力。- 精通注塑、压铸、缝纫、CNC 等主流加工工艺，对 PCB 布局、天线净空、电池散热等硬件常识有系统理解。- 具备出色的沟通能力，能在坚持设计美学的同时，通过技术方案的微调与工程师达成最优解。3. 加分项- 拥有自己的多色打印改机经验，熟悉 AI 辅助生成晶格结构实现轻量化。- 有熟悉的精密模具、特种织物或微型电机代工厂资源。- 对“陪伴感”和“潮玩文化”有深度研究，能从用户心理角度定义产品的触感反馈逻辑。                                                            其他信息                                        行业要求：全部行业,https://www.liepin.com/job/1980791593.shtml,猎聘网,f38db49bfe91ffac126a4a3d4bc01d6b,https://www.liepin.com/job/1980791593.shtml,猎聘网,37.5,3.0,5.0
资深平台产品经理（A140568）,其他,本科以上,上海,2026-06-28,上海,不限经验,,,https://www.jobui.com/job/335228363/,职友集,4e58224c4ed3e8d2a5a71ab3fc61d07d,https://www.jobui.com/job/335228363/,职友集,,,
模型部署工程师（A163492）,技术开发,本科以上,上海,2026-06-28,上海,3-5年,,,https://www.jobui.com/job/337266344/,职友集,87867aca3759bf4b447cb416d4b0542a,https://www.jobui.com/job/337266344/,职友集,,3.0,5.0
供应商管理(A29953),供应链管理员,统招本科,上海,2026-06-25,上海,2年以上,15-25k·16薪,职位介绍                职位描述：1、负责游戏研发、营销、综合等全品类全球供应商的开发、准入、维护和汰换等全生命周期的管理工作；2、负责供应商绩效考核体系建设，完善供应商评价体系及标准，监督对供应商的考评、奖惩落实，制定相应的管理措施和合作策略；3、负责供应商风险模块搭建，跟踪和监督供应商绩效改进计划的执行情况，持续优化和控制供应商选择和合作风险，及时解决供应商的问题和纠纷；4、建立并持续优化供应商管理系统，搭建专业化管理工具，提升效率、降低风险，为采购业务赋能。职位要求：1、本科及以上学历，供应链管理、采购管理或相关专业背景优先；2、拥有2年以上供应商管理经验，对供应商管理、品类管理、价格管理和采购风险等具备体系化的理解；3、熟悉供应商管理的各个环节和流程，主导过0-1体系建设或多品类管理经验者优先；4、逻辑思维清晰，做事细心，有强烈的责任感，并具备优秀的沟通表达能力；5、具备英语商务谈判能力，同时拥有其他外语能力更佳。                                                            其他信息                                        行业要求：全部行业,https://www.liepin.com/job/1982574199.shtml,猎聘网,695eebc815741aa83fe85d25f28f3ce1,https://www.liepin.com/job/1982574199.shtml,猎聘网,20.0,2.0,2.0
3D特效-星叠,其他,大专以上,上海,2026-06-24,上海,5-10年,,,https://www.jobui.com/job/336998726/,职友集,11f14c914a9ddbed7f933fde02a4b0c8,https://www.jobui.com/job/336998726/,职友集,,5.0,10.0
资深日区市场策划,其他,统招本科,上海,2026-06-24,上海,5年以上,25-45k·16薪,职位介绍                职位描述1. 负责公司游戏产品在日本地区的整体推广及线上线下市场活动策划；2. 负责游戏在日本地区发行的文案、图片等内容素材创意；3. 将策划方案转化为具体的执行方案，负责执行跟进，成效评估，数据分析总结；4. 协调维护公司以及海外渠道商、供应商的关系，确保合作关系的良好进展。职位要求1. 本科及以上学历，有5年以上游戏行业市场相关工作经验；2. 热爱女性向游戏，对女性向游戏产品和用户生态有深入了解；3. 精通日语，有日本生活、工作、留学经验；4. 具有良好的沟通能力和合作能力，能够高效完成各项工作。                                                            其他信息                                        行业要求：全部行业                    所属部门：发行,https://www.liepin.com/job/1980414411.shtml,猎聘网,f1f5c6ad204a8c1a25803a0bd8fd652a,https://www.liepin.com/job/1980414411.shtml,猎聘网,35.0,5.0,5.0
IT采购负责人,供应链管理员,统招本科,上海,2026-06-22,上海,5年以上,20-40k·16薪,职位介绍                职位描述1、根据公司整体战略目标，制定IT品类（核心云服务、硬件、软件等）1~3年管理策略并负责有效落地；​2、对IT品类的外部市场、行业趋势、竞争态势进行追踪和分析，识别1~3年降本增效机会点和供应风险；​3、运用专业的采购方法完成IT品类端到端战略寻源，优化总成本，提升业务效率；​4、建立IT品类供应商管理体系，维护供应商关系，识别和营造中长期共赢机会与环境；​5、提升采购职能价值，并建立与跨团队关联方有效的协同机制，保障业务有序顺畅开展；​6、深入业务部门和分子公司，实时了解业务动态。早期介入业务方案设计和评估，前瞻性地为关联方提供高质量综合解决方案，并确保总部品类策略和寻源结果高效落实。职位要求1、本科以上学历，8年以上采购经验，5年以上大型企业IT采购管理工作经验，有独立的IT品类管理能力及团队管理经验； 2、具备IT全品类采购经验，熟悉IT类产品及服务的市场价格体系和供应渠道、对于新技术前沿有重点关注，有云经验优先，英文交流能力；3、具有优秀的业务统筹规划和管理能力，能制定和管理IT品类采购策略与流程，包含需求整合，采购模式及渠道确定，交付效率提升及采购成本管控等；5、具备良好的逻辑/数据分析、谈判、解决问题能力，思路清晰，考虑问题细致；6、工作认真、积极主动，责任心强，有良好的团队合作精神，善于跨部门协作，有良好的沟通技巧。                                                            其他信息                                        行业要求：全部行业,https://www.liepin.com/job/1980253109.shtml,猎聘网,bf8afebcc9d146ac7b8005f3a882f722,https://www.liepin.com/job/1980253109.shtml,猎聘网,30.0,5.0,5.0
编剧（孵化项目）,其他,本科以上,上海,2026-06-21,上海,1-3年,,,https://www.jobui.com/job/333679938/,职友集,c691ccc49535595192801c99ef8e1055,https://www.jobui.com/job/333679938/,职友集,,1.0,3.0
供应商管理,供应链管理员,统招本科,上海,2026-06-18,上海,2年以上,15-25k·16薪,职位介绍                职位描述1、负责游戏研发、营销、综合等全品类全球供应商的开发、准入、维护和汰换等全生命周期的管理工作；2、负责供应商绩效考核体系建设，完善供应商评价体系及标准，监督对供应商的考评、奖惩落实，制定相应的管理措施和合作策略；3、负责供应商风险模块搭建，跟踪和监督供应商绩效改进计划的执行情况，持续优化和控制供应商选择和合作风险，及时解决供应商的问题和纠纷；4、建立并持续优化供应商管理系统，搭建专业化管理工具，提升效率、降低风险，为采购业务赋能。职位要求1、本科及以上学历，供应链管理、采购管理或相关专业背景优先；2、拥有2年以上供应商管理经验，对供应商管理、品类管理、价格管理和采购风险等具备体系化的理解；3、熟悉供应商管理的各个环节和流程，主导过0-1体系建设或多品类管理经验者优先；4、逻辑思维清晰，做事细心，有强烈的责任感，并具备优秀的沟通表达能力；5、具备英语商务谈判能力，同时拥有其他外语能力更佳。                                                            其他信息                                        行业要求：全部行业,https://www.liepin.com/job/1981662057.shtml,猎聘网,066d9bfdcfee744622b169e2426acbfb,https://www.liepin.com/job/1981662057.shtml,猎聘网,20.0,2.0,2.0
公关经理,其他,统招本科,上海,2026-06-15,上海,5年以上,20-45k·16薪,"职位介绍                岗位职责1、舆情监测管理：负责公司及旗下产品的日常舆情监测，对舆情进行分级防控处理，制定科学的分级响应标准与处置流程，并根据需求产出针对负责产品的舆情分析报告；2、危机公关体系建设与舆情管理：拉通危机公关预警机制，跟进并处理媒体层面的舆情，将品牌和企业的声誉风险危害降低。3、正向信息输出及展示：及时把握行业动向，对行业政策、相关风向了解并有敏锐的洞察，能主动提出有利于公司、品牌的策略意见或想法。任职要求1、本科及以上学历，具备5年以上舆情与危机公关处理相关经验，具有丰富的舆情处理经验或舆情分析能力；2、文字能力出色，擅长稿件撰写，中文、新闻、社科、公共政策等专业优先；3、具备出色的组织协调能力，外向健谈、情商高、抗压能力强；4、对游戏行业、文娱领域有较高兴趣。                                                            其他信息                                        行业要求：游戏,互联网",https://www.liepin.com/job/1980149515.shtml,猎聘网,28ed06aed4fa218554e39342e4658bfb,https://www.liepin.com/job/1980149515.shtml,猎聘网,32.5,5.0,5.0
Python高级后端开发工程师,技术开发,本科以上,上海,2026-06-10,上海,3-5年,,,https://www.jobui.com/job/336018193/,职友集,aa299296a320befa827830c2efbd1195,https://www.jobui.com/job/336018193/,职友集,,3.0,5.0
3D动画师-Q版-恋与深空,其他,大专以上,上海,2026-06-10,上海,5-10年,,,https://www.jobui.com/job/336017911/,职友集,e8ce17321f9fe67a61511d3b56f14676,https://www.jobui.com/job/336017911/,职友集,,5.0,10.0
资深3D角色模型-无限暖暖,其他,大专以上,上海,2026-06-09,上海,3-5年,20000-40000,,https://www.jobui.com/job/316776050/,职友集,1118e448f9ed5e34dd6ea99f4ae85b7e,https://www.jobui.com/job/316776050/,职友集,30000.0,3.0,5.0
3D动画-恋与深空,其他,本科,上海,2026-06-09,上海,3-5年,20-45k·16薪,职位介绍                职位描述1、按分镜或原画设计，根据要求完成符合游戏风格和角色性格的文戏表演，2、负责项目动画外包的质量和进度，协调和推动外包工作顺利进行。职位要求1、对于pose具有一定的审美能力，具有良好的动画节奏感，2、一定镜头构图感和设计能力，能够制作Layout摄像机运动动画，3、具备动捕经验和能力者加分，熟悉主流引擎Unity3d、UE4等加分，4、具备优秀的沟通交流能力、计划执行能力、团队合作能力、创造力和高度的敬业精神，能够在压力下高效完成工作任务，5、简历烦请附带作品（动画、序列帧作品请提交常见的视频格式。（Mp4/AVI/Wmv/Mov）                                                            其他信息                                        行业要求：全部行业,https://www.liepin.com/job/1979863523.shtml,猎聘网,34d48153daee0a11e49d0536351d829c,https://www.liepin.com/job/1979863523.shtml,猎聘网,32.5,3.0,5.0
资深后端研发工程师-交易支付方向（A171516）,技术开发,本科以上,上海,2026-06-07,上海,5-10年,,,https://www.jobui.com/job/335792999/,职友集,dae4c3c67c54e28233cb2baac53668a0,https://www.jobui.com/job/335792999/,职友集,,5.0,10.0
资深系统工程师,技术开发,本科以上,上海,2026-06-06,上海,不限经验,,,https://www.jobui.com/job/334170467/,职友集,151bdc378d8d68641180eee50698d6d9,https://www.jobui.com/job/334170467/,职友集,,,
资深系统工程师（A03115）,技术开发,本科以上,上海,2026-06-06,上海,不限经验,,,https://www.jobui.com/job/333943245/,职友集,a82430a33d571d9ef16719673e66671b,https://www.jobui.com/job/333943245/,职友集,,,
组织发展专家(A115470),其他,统招本科,上海,2026-06-03,上海,5年以上,30-50k·16薪,"职位介绍                职位描述：1、理解公司业务和战略，根据公司的组织发展策略提供解决方案，并推动实施；2、维护及优化OD管理体系，如序列职级、岗位、组织架构； 3、主导COE项目的实施推进和迭代优化，如晋升、绩效、盘点项目；4、优化HR数据洞察指标体系，并建立其他组织诊断工具和手段。职位要求：1、本科及以上学历，人力资源管理、心理学、管理学等相关专业优先； 2、5年以上甲方公司或乙方咨询公司的专业经验, 熟悉互联网业务逻辑与组织模式，有游戏行业项目经验者优先 ；3、具备优秀的逻辑思维和方法论，在专业领域能输出独立观点和有效建议；强大的数据分析、逻辑思维与系统化解决问题能力，能独立完成复杂项目设计与推动4、精通组织诊断、职位体系设计、人才盘点、变革管理等OD方法论，并具备成功落地案例；5、能够自驱、独立思考、务实求真。                                                            其他信息                                        行业要求：全部行业",https://www.liepin.com/job/1981801729.shtml,猎聘网,ef4f487f4e4e1e3d251efb7404cb52ed,https://www.liepin.com/job/1981801729.shtml,猎聘网,40.0,5.0,5.0
资深游戏编剧-UE5在研,其他,本科以上,上海,2026-06-02,上海,3-5年,,,https://www.jobui.com/job/335388575/,职友集,e0d675a78a8b1889e4812370ccac331d,https://www.jobui.com/job/335388575/,职友集,,3.0,5.0
Python全栈开发工程师,技术开发,本科以上,上海,2026-06-02,上海,3-5年,,,https://www.jobui.com/job/335373176/,职友集,158d8d2e9a41d463e27e6ae4cf6a5ebb,https://www.jobui.com/job/335373176/,职友集,,3.0,5.0
项目管理PM-中台技术向,其他,本科以上,上海,2026-06-01,上海,3-5年,,,https://www.jobui.com/job/335921106/,职友集,7c7b11fbc07521cca15a74b2e9d8fe41,https://www.jobui.com/job/335921106/,职友集,,3.0,5.0
HRBP专家,其他,本科以上,上海,2026-05-16,上海,5-10年,30000-45000,,https://www.jobui.com/job/324359695/,职友集,b29243c9b75d440c35c46341b6dac568,https://www.jobui.com/job/324359695/,职友集,37500.0,5.0,10.0
IT服务主管（A145722）,其他,本科以上,上海,2026-05-12,上海,5-10年,,,https://www.jobui.com/job/334273020/,职友集,a5cd9ecd6c24f3d142b6cdacc94031a6,https://www.jobui.com/job/334273020/,职友集,,5.0,10.0
3D Layout-无限暖暖（星叠）,其他,大专以上,上海,2026-05-11,上海,3-5年,,,https://www.jobui.com/job/334149942/,职友集,b54ef0647a5430d2ab5dac15b550a536,https://www.jobui.com/job/334149942/,职友集,,3.0,5.0
3D动作设计师-UE写实在研,技术开发,大专以上,上海,2026-05-07,上海,5-10年,,,https://www.jobui.com/job/332104529/,职友集,33fc67de2331c231e97af8df168b9522,https://www.jobui.com/job/332104529/,职友集,,5.0,10.0
IP授权商务-IP开发（A74826）,技术开发,本科以上,上海,2026-05-02,上海,不限经验,,,https://www.jobui.com/job/333500374/,职友集,1b22b5628b9d2118c024e6eaa276988c,https://www.jobui.com/job/333500374/,职友集,,,
资深税务,其他,本科以上,上海,2026-04-24,上海,5-10年,,,https://www.jobui.com/job/328698400/,职友集,e07ffb89877c00534bddebfe0d30cef8,https://www.jobui.com/job/328698400/,职友集,,5.0,10.0
UE5客户端开发-无限暖暖（星叠）,技术开发,本科以上,上海,2026-04-23,上海,1-3年,,,https://www.jobui.com/job/327494307/,职友集,41cc0901ae114b6087203bfac3359358,https://www.jobui.com/job/327494307/,职友集,,1.0,3.0
资深3D场景地编（UE写实在研）,其他,本科以上,上海,2026-04-23,上海,不限经验,,,https://www.jobui.com/job/332464273/,职友集,63938e158da0309075a99b271fff24f6,https://www.jobui.com/job/332464273/,职友集,,,
UI拼接/重构-无限暖暖（星叠）,其他,不限学历,上海,2026-04-22,上海,1-3年,,,https://www.jobui.com/job/332429835/,职友集,c0f6074e5115a00103097c021398540e,https://www.jobui.com/job/332429835/,职友集,,1.0,3.0
角色概念设计（写实在研）,技术开发,本科以上,上海,2026-04-22,上海,5-10年,,,https://www.jobui.com/job/332431719/,职友集,f458fca60d7b3273a7b1e3e3cea369a4,https://www.jobui.com/job/332431719/,职友集,,5.0,10.0
ER专家（A209998）,其他,本科以上,上海,2026-04-21,上海,5-10年,,,https://www.jobui.com/job/332427525/,职友集,0f5f27f6bb67e832746c5a19a2e11177,https://www.jobui.com/job/332427525/,职友集,,5.0,10.0
音频策划（语音方向）,其他,本科以上,上海,2026-04-16,上海,3-5年,,,https://www.jobui.com/job/297559480/,职友集,163705f454ec5df5dcf380b211e0b918,https://www.jobui.com/job/297559480/,职友集,,3.0,5.0
场景概念设计-UE写实在研,技术开发,本科以上,上海,2026-04-15,上海,5-10年,20000-40000,,https://www.jobui.com/job/315243129/,职友集,be2c4e9ace336a71d26b4db399e8d1dc,https://www.jobui.com/job/315243129/,职友集,30000.0,5.0,10.0
3D场景地编-UE写实在研,其他,大专以上,上海,2026-04-14,上海,5-10年,,,https://www.jobui.com/job/322261442/,职友集,38f5d6fd2670181f9a6c7fa21c83fc52,https://www.jobui.com/job/322261442/,职友集,,5.0,10.0
角色概念设计-UE写实在研,技术开发,本科以上,上海,2026-04-14,上海,不限经验,,,https://www.jobui.com/job/332118079/,职友集,3d5c88caa2d676145cec7ff993babd60,https://www.jobui.com/job/332118079/,职友集,,,
3D动画接口人-家园向-恋与深空,其他,大专以上,上海,2026-04-14,上海,3-5年,,,https://www.jobui.com/job/332105312/,职友集,ff1c4b5b784a53a54a6605d08df2ac5d,https://www.jobui.com/job/332105312/,职友集,,3.0,5.0
资深税务管理,其他,本科以上,上海,2026-04-14,上海,5-10年,,,https://www.jobui.com/job/310431070/,职友集,28335b98efb7246266db2b23a43ba6a7,https://www.jobui.com/job/310431070/,职友集,,5.0,10.0
Web后端开发工程师（星叠）,技术开发,本科以上,上海,2026-04-13,上海,3-5年,,,https://www.jobui.com/job/321706029/,职友集,466ecf16e0ad38fc1a8f94b04cf68312,https://www.jobui.com/job/321706029/,职友集,,3.0,5.0
海外数据运营,运营,本科以上,上海,2026-04-13,上海,1-3年,,,https://www.jobui.com/job/332072347/,职友集,fdfc170fea35c8c3885ac2e9f46b400e,https://www.jobui.com/job/332072347/,职友集,,1.0,3.0
战斗3C动画-无限暖暖,其他,大专以上,上海,2026-04-12,上海,5-10年,,,https://www.jobui.com/job/325698963/,职友集,6ae05a95f8fc73a2981000ca24b157c4,https://www.jobui.com/job/325698963/,职友集,,5.0,10.0
分镜师-无限暖暖,其他,不限学历,上海,2026-04-11,上海,1-3年,,,https://www.jobui.com/job/332343778/,职友集,7772e7bb6d51130e3e39a4cc6aaa390b,https://www.jobui.com/job/332343778/,职友集,,1.0,3.0
游戏测试,其他,本科以上,上海,2026-04-10,上海,1-3年,11000-20000,,https://www.jobui.com/job/233855141/,职友集,2a4c4e6712ddd8b2d339687336af2a25,https://www.jobui.com/job/233855141/,职友集,15500.0,1.0,3.0
游戏测试-恋与深空,其他,本科以上,上海,2026-04-10,上海,3-5年,11000-20000,,https://www.jobui.com/job/318144118/,职友集,0c8a443dbb10e801a3b76ce19576774f,https://www.jobui.com/job/318144118/,职友集,15500.0,3.0,5.0
营销支持-日区发行（星叠）,其他,本科以上,上海,2026-04-09,上海,1-3年,,,https://www.jobui.com/job/331881000/,职友集,b0846df3d54a3e15c790c63cdc0f037b,https://www.jobui.com/job/331881000/,职友集,,1.0,3.0
衍生品设计师-潮玩建模向-IP开发-恋与深空,技术开发,本科以上,上海,2026-04-09,上海,不限经验,,,https://www.jobui.com/job/331825330/,职友集,0e9936607f25eedc93d4ed6c8324902c,https://www.jobui.com/job/331825330/,职友集,,,
IT服务主管,其他,本科以上,上海,2026-04-07,上海,5-10年,,,https://www.jobui.com/job/324012905/,职友集,c16ed443e71b3dd14ce555f93a560ec3,https://www.jobui.com/job/324012905/,职友集,,5.0,10.0
3D Layout-无限暖暖,其他,大专以上,上海,2026-04-04,上海,3-5年,,,https://www.jobui.com/job/320349444/,职友集,93b9c687c09925de89d40e24db1ea3de,https://www.jobui.com/job/320349444/,职友集,,3.0,5.0
行政服务采购专家,供应链管理员,本科,上海,2026-04-03,上海,8年以上,15-30k·16薪,职位介绍                职位描述1、负责公司行政品类及专业服务类的采购，主要为定制品、活动会议、HR服务、行政服务、法务服务、财务服务等，提供良好的解决方案，不断优化采购成本；2、品类策略管理：根据业务规划及项目需求，制定品类采购策略、战略寻源、供应商管理、关键项目计划及时满足业务需要，不断优化采购业务，提升采购绩效；3、采购流程管理：执行并管理所负责采购品类，独立负责从项目寻源-招标选择-合同签署-落地执行监督的全流程， 并与相关部门保持同步协作，整合采购需求，有效管理采购成本，提高使用效能；4、供应资源丰富：针对各品类定期分析采购市场行情，熟悉采购品类的供应渠道和市场变化情况，确保供需，负责采购价格的控制工作，确保成本优势，供应商资源的丰富性，确保各项指标达成。职位要求1、本科以上学历，英文可做为工作语言 ，有日文交流能力优先，有管理经验优先；2、8年以上工作经验，熟悉专业服务及行政类相关类目的采购流程，具备具备互联网公司及大型公司采购及供应商管理经验；3、良好的沟通和谈判能力，良好的团队协作能力；4、学习能力强，具备快速学习新领域新知识的能力；5、良好的office操作能力，较强的逻辑及数据分析能力。                                                            其他信息                                        行业要求：全部行业,https://www.liepin.com/job/1980253161.shtml,猎聘网,38add782967cd436d544b672d7b4a62f,https://www.liepin.com/job/1980253161.shtml,猎聘网,22.5,8.0,8.0
项目管理PM-平台中心,其他,本科以上,上海,2026-04-03,上海,5-10年,18000-35000,,https://www.jobui.com/job/313658771/,职友集,5503a650e04925be699b0f217eec34ba,https://www.jobui.com/job/313658771/,职友集,26500.0,5.0,10.0
场景概念设计-恋与深空,技术开发,大专,上海,2026-04-02,上海,3-5年,20-40k·16薪,"职位介绍                职位描述1.负责项目内的新内容开发2.负责游戏场景设计,概念图、布局图以及组件拆分；职位要求1．具备绘制概图和布局图的能力2．能快速适应各种不同风格场景设计及绘制；3．熟练掌握blender或C4D                                                            其他信息                                        行业要求：全部行业",https://www.liepin.com/job/1979852605.shtml,猎聘网,d526a8b6d83d6d7f4b13c7dd8c5fd95f,https://www.liepin.com/job/1979852605.shtml,猎聘网,30.0,3.0,5.0
游戏交互设计师-无限暖暖,技术开发,本科以上,上海,2026-03-30,上海,3-5年,,,https://www.jobui.com/job/331764100/,职友集,1a34d11e5a3d95492a993b330bf41c96,https://www.jobui.com/job/331764100/,职友集,,3.0,5.0
游戏音效设计,技术开发,本科以上,上海,2026-03-28,上海,3-5年,,,https://www.jobui.com/job/331647250/,职友集,22ec3e6ba34793ae02ad24a43e111937,https://www.jobui.com/job/331647250/,职友集,,3.0,5.0
资深图像算法工程师（A74456）,技术开发,本科以上,上海,2026-03-26,上海,5-10年,,,https://www.jobui.com/job/329816796/,职友集,25ce52c015bc13ec439dd89212bbb0dd,https://www.jobui.com/job/329816796/,职友集,,5.0,10.0
引擎开发工程师,技术开发,本科以上,上海,2026-03-25,上海,3-5年,,,https://www.jobui.com/job/154839904/,职友集,32200ad79afbd6e034f8a93e35263465,https://www.jobui.com/job/154839904/,职友集,,3.0,5.0
音频策划/音效设计-无限暖暖,技术开发,本科以上,上海,2026-03-25,上海,3-5年,,,https://www.jobui.com/job/331466973/,职友集,6bf430cc8f59ebfef4775fe6ca09a4b0,https://www.jobui.com/job/331466973/,职友集,,3.0,5.0
数值策划-无限暖暖（星叠）,其他,本科以上,上海,2026-03-25,上海,1-3年,,,https://www.jobui.com/job/331355673/,职友集,57806aa09226d14f087fb7eb78473819,https://www.jobui.com/job/331355673/,职友集,,1.0,3.0
资源策划-无限暖暖,其他,本科以上,上海,2026-03-25,上海,不限经验,,,https://www.jobui.com/job/298909486/,职友集,c1700e833ea1f01a37cfe79bfbb6b5ad,https://www.jobui.com/job/298909486/,职友集,,,
技术美术,其他,本科以上,上海,2026-03-24,上海,1-3年,,,https://www.jobui.com/job/331373338/,职友集,232d064a1f4049ddef369fb20546c3af,https://www.jobui.com/job/331373338/,职友集,,1.0,3.0
图像算法工程师,技术开发,本科以上,上海,2026-03-24,上海,1-3年,,,https://www.jobui.com/job/331352138/,职友集,35334841c5bca2eb0f70e8e505364aea,https://www.jobui.com/job/331352138/,职友集,,1.0,3.0
引擎开发工程师（UE写实在研）,技术开发,本科以上,上海,2026-03-24,上海,5-10年,,,https://www.jobui.com/job/331360565/,职友集,47b51dbcfdd36347c650bccc65720539,https://www.jobui.com/job/331360565/,职友集,,5.0,10.0
资深后端开发工程师,技术开发,本科以上,上海,2026-03-24,上海,5-10年,,,https://www.jobui.com/job/321822360/,职友集,18be658e0b0af31eb4006b065c37eff6,https://www.jobui.com/job/321822360/,职友集,,5.0,10.0
版本运营-无限暖暖（星叠）（A26114）,运营,本科以上,上海,2026-03-23,上海,1-3年,,,https://www.jobui.com/job/331246197/,职友集,13b768a306c732ee7ac5233ae07d4f64,https://www.jobui.com/job/331246197/,职友集,,1.0,3.0
UE5引擎优化工程师-无限暖暖,技术开发,本科以上,上海,2026-03-22,上海,5-10年,,,https://www.jobui.com/job/330386812/,职友集,8119b117416addf52a4a586d720e2888,https://www.jobui.com/job/330386812/,职友集,,5.0,10.0
信息化项目经理,其他,本科以上,上海,2026-03-22,上海,5-10年,,,https://www.jobui.com/job/331150558/,职友集,d9e3909e8cbec0203f78725dba444a7e,https://www.jobui.com/job/331150558/,职友集,,5.0,10.0
低代码平台架构师,技术开发,本科以上,上海,2026-03-20,上海,5-10年,,,https://www.jobui.com/job/330759092/,职友集,9548ad90d65ca813e017eb5c0084c26e,https://www.jobui.com/job/330759092/,职友集,,5.0,10.0
